,bajo_nivel_pobreza,codigo,direccio_estado,direccio_fisica,direccion_municipio,direccion_zipcode,director,distrito,escuela,espa_ol_avanzado,espa_ol_b_sico,espa_ol_pre_b_sico,espa_ol_proficiente,espa_ol_proficiente_avanzado,estatus_actual,fax,geolocalizacion,grado_1,grado_10,grado_11,grado_12,grado_2,grado_3,grado_4,grado_5,grado_6,grado_7,grado_8,grado_9,grado_infant,grado_k,grado_pk,grado_pke,grado_pkm,grado_sge,grado_sgi,grado_sgs,grado_toddler,grados_original,grados_posterior,ingl_s_avanzado,ingl_s_b_sico,ingl_s_pre_b_sico,ingl_s_proficiente,ingl_s_proficiente_avanzado,matem_ticas_avanzado,matem_ticas_b_sico,matem_ticas_pre_b_sico,matem_ticas_proficiente,matem_ticas_proficiente_avanzado,matricula_total,municipio_escolar,nivel_original,region,table_id,telefono,zona
333,83.97,71886,PR,4 CALLE JULIO OTERO ESQ JOSE ACOSTA,VEGA BAJA,00693-0000,MILDRED MOLINA- IRIZARRY,VEGA ALTA,ANGEL SANDIN MARTINEZ,9.29,48.63,20.22,21.86,31.15,SI,807-08111,"{'latitude': '18.44348', 'longitude': '-66.38388'}",,,,,,,,,322,180,186,,,,,,,,17,,,"7 - 9 , EEI",8-Jun,10.38,25.68,48.91,15.03,25.41,0,61.20,34.97,3.83,3.83,705,VEGA BAJA,INTERMEDIO,ARECIBO,63,807-0810,URBANA
334,69.98,55483,PR,CALLE SOLIMAR URB VILLA DEL CARMEN,PONCE,00732-0000,SARAH FRANCESCHINI,PONCE,ANGELA CORDERO BERNARD,23.06,39.17,9.72,28.06,51.11,SI,844-4020,"{'latitude': '17.98069', 'longitude': '-66.60722'}",96,,,,102,121,127,118,,,,,,87,16,,,,,,,PK - 6,PK - 6,13.06,41.39,17.50,28.06,41.11,20.83,41.94,5,32.22,53.06,667,PONCE II,ELEMENTAL,PONCE,65,844-4020,URBANA
335,90,10637,PR,CARR 681 HM 3 BO ISLOTE,ARECIBO,00613-0000,CARMEN I. BRACERO GONZALEZ,ARECIBO,ANGELICA GOMEZ DE BETANCOURT,20.38,42.68,10.83,26.11,46.50,SI,878-1675,"{'latitude': '18.47902', 'longitude': '-66.69367'}",20,,,,14,22,21,23,30,25,31,,,26,,3,,8,,,,"PK - 6 , EEE","PK - 6 , EEE",15.92,49.04,10.83,24.20,40.13,6.37,54.78,13.38,25.48,31.85,223,ARECIBO I,ELEMENTAL,ARECIBO,66,878-1675,URBANA
336,71.99,51342,PR,48 CALLE CEMENTERIO,JAYUYA,00664-0000,OLGA L. GARCIA PEREZ,UTUADO,ANGELICA TORO (NUEVA),87.76,2.04,0,10.20,97.96,SI,828-0340,"{'latitude': '18.22162', 'longitude': '-66.59433'}",48,,,,59,67,49,77,,,,,,37,7,,,10,,,,"PK - 3 , EEE","PK - 6, EEE",30.61,24.49,4.08,40.82,71.43,79.59,2.04,0,18.37,97.96,354,JAYUYA,ELEMENTAL,PONCE,67,828-0330,URBANA
337,72.13,17772,PR,CARR 130 K12 4 BO CAMPO ALEGRE,HATILLO,6590000,MARIA E. RODRIGUEZ TORRES,ARECIBO,ANIBAL REYES BELEN,16.38,46.33,13.56,23.73,40.11,SI,820-4022,"{'latitude': '18.36489', 'longitude': '-66.80053'}",,223,192,192,,,,,,,,265,,,,,,,,,,12-Oct,12-Oct,18.64,36.16,29.94,15.25,33.90,0.56,77.97,20.34,1.13,1.69,872,HATILLO,SUPERIOR,ARECIBO,68,820-4022,URBANA
338,69.18,40139,PR,RAMAL 4416 KM 1.8 BO MALPASO,AGUADA,6021726,EMILIA LORENZO FIGUEROA,AGUADILLA,ANSELMO VILLARRUBIA,30.90,37.64,4.49,26.97,57.87,SI,868-8735,"{'latitude': '18.36258', 'longitude': '-67.17037'}",38,,,,42,43,46,47,44,,,,,40,16,,,,,,,K - 6,K - 6,25.28,29.78,3.93,41.01,66.29,26.40,35.39,6.18,32.02,58.43,316,AGUADA,ELEMENTAL,MAYAGUEZ,69,868-8735,RURAL
339,75.30,33647,PR,CALLE 19 URB VILLAS DE RIO GRANDE,RIO GRANDE,00745-0000,ONEIDA RAMIREZ IBANEZ,CANOVANAS,ANTERA ROSADO FUENTES,44.96,24.21,4.32,26.51,71.47,SI,887-2051,"{'latitude': '18.38239', 'longitude': '-65.8382'}",81,,,,71,95,97,75,,,,,,75,16,,,10,,,,"PK - 6 , EEE","PK - 6 , EEE",23.70,30.06,8.09,38.15,61.85,29.39,33.14,6.92,30.55,59.94,520,RIO GRANDE,ELEMENTAL,HUMACAO,70,887-2051,URBANA
340,93.89,61580,PR,AVE EDUARDO CONDE ESQ TAPIA VILLA PALMERAS,SAN JUAN,00915-0000,SANTA SANTANA SABINO,SAN JUAN I,ANTONIO B CAIMARY,16.91,50.74,15.44,16.91,33.82,SI,727-2145,"{'latitude': '18.4424', 'longitude': '-66.05438'}",30,,,,42,58,46,38,,,,,,25,,,,,,,,K - 6,K - 6,5.15,50.74,28.68,15.44,20.59,13.97,50.74,7.35,27.94,41.91,239,SAN JUAN I,ELEMENTAL,SAN JUAN,73,726-6783,URBANA
341,79.46,40485,PR,CARR. 459 BO. MONTANA,AGUADILLA,-690,ANGEL L. RODRIGUEZ ROSA,AGUADILLA,ANTONIO BADILLO HERNANDEZ,9.12,35.44,33.68,21.75,30.88,SI,890-1785,"{'latitude': '18.48642', 'longitude': '-67.09736'}",,,,,,,,,127,100,109,,,,,,,,,,,9-Jul,9-Jul,13.68,28.07,35.79,22.46,36.14,1.05,48.07,44.56,6.32,7.37,336,AGUADILLA,INTERMEDIO,MAYAGUEZ,74,890-3360,RURAL
342,86.18,46672,PR,CARR. 459 KM. 7.04 BO. MONTANA,AGUADILLA,-690,RAMONITA ECHANDY LAVERGNE,AGUADILLA,ANTONIO BADILLO HERNANDEZ,26.09,34.06,8.70,31.16,57.25,SI,890-3250,"{'latitude': '18.48796', 'longitude': '-67.09781'}",29,,,,24,39,45,57,,,,,,28,14,3,,,,,,K - 6,K - 6,17.39,43.48,12.32,26.81,44.20,35.51,31.16,0.72,32.61,68.12,239,AGUADILLA,ELEMENTAL,MAYAGUEZ,75,890-3350,RURAL
343,89.22,26492,PR,BO RIO CANAS CALLE 1 SECT REPARTO SOLANO,CAGUAS,00726-0000,LEONCIO QUINONES ALICEA,GURABO,ANTONIO DOMINGUEZ NIEVES,1.52,43.94,34.85,19.70,21.21,SI,286-2275,"{'latitude': '18.28626', 'longitude': '-66.04754'}",,26,,,,,,,,,38,35,,,,,,,16,71,,"7 - 9 , EEI - EES","7 - 9 , EEI - EES",6.06,39.39,48.48,6.06,12.12,1.52,56.06,40.91,1.52,3.03,186,CAGUAS I,INTERMEDIO,CAGUAS,76,747-2026,RURAL
344,49.11,28522,PR,CARR 181 KM 32.5 BO QUEBRADA,SAN LORENZO,7540000,RAQUEL GUZMAN CENTENO,YABUCOA,ANTONIO FERNOS ISERN,32.45,26.60,1.06,39.89,72.34,SI,736-2572,"{'latitude': '18.19892', 'longitude': '-65.96228'}",,160,194,218,,,,,,,,48,,,,,,,,,,12-Oct,12-Oct,43.32,28.88,4.28,23.53,66.84,7.45,72.34,8.51,11.70,19.15,620,SAN LORENZO,SUPERIOR,HUMACAO,77,736-1823,RURAL
345,79.62,15438,PR,CARR 112 KM.3.5 BO. MORA,ISABELA,00662-0000,HECTOR A. HERNANDEZ CARRERO,SAN SEBASTIAN,ANTONIO GEIGEL PAREDES,25.28,33.71,5.62,35.39,60.67,SI,872-1942,"{'latitude': '18.46913', 'longitude': '-67.03173'}",30,,,,25,50,48,38,,,,,,25,,,,3,,,,"K - 6 , EEE","K - 6 , EEE",27.53,35.39,13.48,23.60,51.12,21.35,32.58,11.24,34.83,56.18,219,ISABELA,ELEMENTAL,MAYAGUEZ,78,872-1942,RURAL
346,60.16,40527,PR,CARR. 402  KM 6 BO DAGUEY,ANASCO,6100000,BRENDA R. MELENDEZ LUGO,AGUADILLA,ANTONIO GONZALEZ SUAREZ,30.41,25.15,7.02,37.43,67.84,SI,826-0820,"{'latitude': '18.28729', 'longitude': '-67.13959'}",48,,,,42,46,43,47,,,,,,40,,,,,,,,K - 6,K - 6,47.95,13.45,3.51,35.09,83.04,22.81,39.18,2.92,35.09,57.89,266,ANASCO,ELEMENTAL,MAYAGUEZ,79,826-3625,URBANA
347,89.31,55871,PR,CALLE REINA FINAL,PONCE,00733-6960,FERNANDO L. GHIGLIOTTI LAGARES,PONCE,ANTONIO PAOLI,6.25,40.34,25,28.41,34.66,SI,843-9399,"{'latitude': '18.01129', 'longitude': '-66.62685'}",,,,,,,,,,69,98,92,,,,,,,3,,,"7 - 9 , EEI","7 - 9 , EEI",8,34.29,41.71,16,24,0,69.89,29.55,0.57,0.57,262,PONCE I,INTERMEDIO,PONCE,80,844-0615,URBANA
348,82.66,71738,PR,URB SANTA RITA CALLE 9 V. ALTA,VEGA ALTA,00692-1749,ILBIA B. NEGRON CASTRO,VEGA ALTA,ANTONIO PAOLI,38.84,24.79,9.92,26.45,65.29,SI,883-6329,"{'latitude': '18.41179', 'longitude': '-66.31669'}",72,,,,67,60,27,51,,,,,,50,,,26,4,,,,"K - 6 , EEE","K - 5, EEE",23.14,29.75,14.05,33.06,56.20,33.33,31.67,5,30,63.33,357,VEGA ALTA,ELEMENTAL,ARECIBO,81,883-4945,URBANA
349,78.78,31054,PR,CALLE PALMER FINAL,CANOVANAS,7290999,OMAYRA TORRES RUIZ,CANOVANAS,ANTONIO R BARCELO,11.65,43.75,23.30,21.31,32.95,SI,876-4055,"{'latitude': '18.37867', 'longitude': '-65.90364'}",35,,,,36,38,39,39,165,90,95,,,23,,,,,9,,,"K - 8 , EEI","K - 8 , EEI",4.83,35.23,42.61,17.33,22.16,3.13,58.81,28.98,9.09,12.22,569,CANOVANAS,SEGUNDA UNIDAD,HUMACAO,82,876-4055,URBANA
350,71.98,11023,PR,CARR 486 KM 2 HM 6 BO ZANJA,CAMUY,00627-0000,JEANETTE RIVERA QUINTANA,CAMUY,ANTONIO REYES,19.87,42.09,13.80,24.24,44.11,SI,898-4820,"{'latitude': '18.45143', 'longitude': '-66.85406'}",,,,,,,,,203,139,145,,,,,,,1,14,,,"K - 9 , EEE - EEI","6 - 8, EEE,EEI",14.81,43.77,19.53,21.89,36.70,12.12,58.59,11.45,17.85,29.97,502,CAMUY,SEGUNDA UNIDAD,ARECIBO,83,820-1472,RURAL
351,71.84,35774,PR,CARR 909 KM 2 HM 2 BO MARIANA,HUMACAO,00792-0487,GRIZELIDETH ALVAREZ,LAS PIEDRAS,ANTONIO ROSA GUZMAN (NUEVA),18.32,43.46,17.28,20.94,39.27,SI,852-3625,"{'latitude': '18.13437', 'longitude': '-65.84329'}",42,,,,25,40,45,40,,22,,,,51,15,,,,,,,PK - 6,PK - 6,11.40,33.16,29.53,25.91,37.31,13.47,40.41,25.39,20.73,34.20,280,HUMACAO,ELEMENTAL,HUMACAO,84,(787) 852-3650,RURAL
352,,23440,PR,AVE JOSE VILLARES ESQ RAFAEL CORDERO,CAGUAS,00726-4956,ALBERTO C. RIVERA CARRERO,GURABO,ANTONIO S PAOLI (MUSICA),,,,,,SI,746-4565,"{'latitude': '18.23582', 'longitude': '-66.02826'}",,,,,,,,,,,,,,,,,,,,,,12-Apr,12-Apr,,,,,,,,,,,,CAGUAS I,TODOS LOS NIVELES,CAGUAS,85,746-6644,URBANA
353,78.82,20776,PR,CALLE 4 URB. VILLA DEL CARMEN,CAGUAS,00725-0000,YOVANNA GONZALEZ TORRES,GURABO,ANTONIO S PEDREIRA (PRE-TEC),18.49,42.24,10.73,28.54,47.03,SI,744-6620,"{'latitude': '18.2148', 'longitude': '-66.04121'}",,,,,,,,,149,151,134,,,,,,,,5,,,"7 - 9 , EEI","7 - 9 , EEI",10.50,47.95,22.15,19.41,29.91,1.60,65.75,21,11.64,13.24,439,CAGUAS II,INTERMEDIO,CAGUAS,87,743-4868,URBANA
354,85.48,62422,PR,CALLE CARMEN HERNANDEZ URB EL COMANDANTE,SAN JUAN,00929-0752,RAMON ALICEA RIVERA,SAN JUAN II,ANTONIO SARRIERA EGOZCUE,4.26,55.32,19.15,21.28,25.53,SI,769-1070,"{'latitude': '18.40727', 'longitude': '-65.99524'}",38,,,,46,35,37,33,35,,,,,29,,,,6,,,,12-Jul,"K - 8, EEI, EEE",15.22,43.48,21.74,19.57,34.78,0,65.22,34.78,0,0,259,SAN JUAN III,SECUNDARIO,SAN JUAN,88,769-7415,URBANA
355,84.31,13342,PR,CARR 140 KM 5 HM 6 BO MAMEYES,UTUADO,6410000,SAUL VARGAS RIVERA,UTUADO,ANTONIO TULLA TORRES,53.39,15.25,4.24,27.12,80.51,SI,894-0229,"{'latitude': '18.29906', 'longitude': '-66.60231'}",17,,,,12,22,17,20,19,20,14,,,18,,,,4,,,,"K - 9 , EEE","K - 9 , EEE",13.68,35.04,9.40,41.88,55.56,45.30,25.64,0.85,28.21,73.50,163,UTUADO,SEGUNDA UNIDAD,PONCE,89,894-0229,RURAL
356,89.46,30148,PR,AVE GENERAL VALERO,FAJARDO,00738-0000,MYONER CORREA CORREA,FAJARDO,ANTONIO VALERO BERNABE,5.43,45.14,33.71,15.71,21.14,SI,863-6286,"{'latitude': '18.33243', 'longitude': '-65.65245'}",,,,,,,,,126,100,124,,,,,,,,20,,,"7 - 9 , EEI","7 - 9 , EEI",6.70,29.33,50,13.97,20.67,0,47.09,52.08,0.83,0.83,370,FAJARDO,INTERMEDIO,HUMACAO,90,863-0024,URBANA
357,95.04,12187,PR,CARR 2 KM 46 HM 8 BO CAMPO ALEGRE,MANATI,00674-0000,AXEL J. DELGADO,MANATI,ANTONIO VELEZ  ALVARADO,65.56,13.33,6.67,14.44,80,SI,854-4160,"{'latitude': '18.435', 'longitude': '-66.46613'}",18,,,,15,20,15,22,,,,,,17,16,,,21,,,,"PK - 6 , EEE","PK - 6 , EEE",76.67,7.78,6.67,8.89,85.56,52.22,14.44,3.33,30,82.22,144,MANATI,ELEMENTAL,ARECIBO,91,854-4160,RURAL
358,,17392,PR,CARR 2 KM 4 HM 3,MANATI,00674-0000,HIRAM MALDONADO,MANATI,INSTITUTO TEC RECINTO DE MANATI,,,,,,SI,,"{'latitude': '18.2558', 'longitude': '-66.2821'}",,,,,,,,,,,,,,,,,,,,,,13-14,13-14,,,,,,,,,,,,MANATI,PS - INSTITUTO,ARECIBO,443,854-2050,URBANA
359,82.90,71761,PR,CALLE LUIS MUNOZ RIVERA,VEGA ALTA,00692-0000,REGINA BERMUDEZ VILLEGAS,VEGA ALTA,APOLO SAN ANTONIO,11.89,40.56,27.74,19.81,31.70,SI,883-4878,"{'latitude': '18.41254', 'longitude': '-66.33316'}",,,,,,,,,183,229,213,1,,,,,,,29,,,"7 - 9 , EEI","6 - 8, EEI",7.49,34.89,44.50,13.11,20.61,0.23,59.11,39.95,0.70,0.93,655,VEGA ALTA,INTERMEDIO,ARECIBO,92,883-4878,URBANA
360,78.11,40147,PR,CARR 4417 KM 0 HM 8 BO MAMEY,AGUADA,00602-0000,MANUEL ANGEL CRESPO SANTONI,AGUADILLA,AQUILINO CABAN,21.97,36.36,11.36,30.30,52.27,SI,868-1449,"{'latitude': '18.37448', 'longitude': '-67.14525'}",26,,,,39,41,32,36,38,104,,,,19,16,,,10,,,,"PK - 8 , EEE","PK - 8 , EEE",18.32,32.44,9.54,39.69,58.02,12.93,58.94,9.89,18.25,31.18,361,AGUADA,SEGUNDA UNIDAD,MAYAGUEZ,93,868-0373,RURAL
361,78.57,51185,PR,CALLE LUIS MUNOZ RIVERA INTERIOR,GUAYANILLA,00656-0000,RAYMOND MUNOZ CEDENO,YAUCO,ARISTIDES CALES QUIROS,22.75,39.22,14.90,23.14,45.88,SI,835-7288,"{'latitude': '18.01826', 'longitude': '-66.7921'}",,,,,,,,,106,106,144,,,,,,,,26,,,"7 - 9 , EEI","7 - 9 , EEI",8.66,32.68,33.46,25.20,33.86,1.97,66.14,23.23,8.66,10.63,382,GUAYANILLA,INTERMEDIO,PONCE,94,835-2985,URBANA
362,75.11,53363,PR,CARR 376 BO ALMACIGO BAJO,YAUCO,00698-0000,ROSA VAZQUEZ,YAUCO,ARTURO LLUBERAS,25.44,40.24,5.92,28.40,53.85,SI,856-0613,"{'latitude': '18.04173', 'longitude': '-66.86206'}",44,,,,33,33,46,36,,,,,,44,,,,,,,,K - 6,K - 6,11.83,45.56,12.43,30.18,42.01,26.63,31.36,10.06,31.95,58.58,236,YAUCO,ELEMENTAL,PONCE,96,856-0613,RURAL
363,68.64,57125,PR,CARR 127 BO QUEBRADA,GUAYANILLA,00656-0000,DELIZ MURILLO RIVERA,YAUCO,ASUNCION RODRIGUEZ DE SALA,19.59,46.62,11.49,22.30,41.89,SI,835-0411,"{'latitude': '18.03217', 'longitude': '-66.8009'}",,185,156,165,,,,,,,,212,,,,,,,,5,,12-Oct,12-Oct,14.19,38.51,27.03,20.27,34.46,7.48,70.07,16.33,6.12,13.61,723,GUAYANILLA,SUPERIOR,PONCE,97,835-2030,URBANA
364,84.63,57018,PR,P33 CALLE 7 URB EL MADRIGAL,PONCE,00732-8643,MARIA SIERRA,PONCE,AUREA E RIVERA COLLAZO,26.83,39.02,7.32,26.83,53.66,SI,841-0328,"{'latitude': '18.03692', 'longitude': '-66.63862'}",73,,,,78,69,73,77,,,,,,60,,,,,,,,K - 6,K - 5,8.20,47.54,17.21,27.05,35.25,31.15,29.51,1.64,37.70,68.85,430,PONCE II,ELEMENTAL,PONCE,98,841-0328,URBANA
365,88.17,43505,PR,CARR 435 KM 2 HM 3,SAN SEBASTIAN,6765220,ANA L. MARTINEZ VALENTIN,SAN SEBASTIAN,AUREA FUENTES MENDEZ,6.42,39.45,40.37,13.76,20.18,SI,896-4100,"{'latitude': '18.30833', 'longitude': '-66.98146'}",14,,,,16,18,22,10,,,,,,22,,,,,,,,K - 6,K - 6,2.75,33.03,54.13,10.09,12.84,1.83,49.54,42.20,6.42,8.26,102,SAN SEBASTIAN,ELEMENTAL,MAYAGUEZ,99,896-4100,RURAL
366,78.14,57620,PR,CARR OCHOA 333 KM 5,GUANICA,00653-0000,EDGAR ORTIZ SANTIAGO,YAUCO,AUREA QUILES CLAUDIO,15,51.67,15,18.33,33.33,SI,821-2800,"{'latitude': '17.97548', 'longitude': '-66.90477'}",,128,118,127,,,,,,,,141,,,,,,,,,,12-Oct,12-Oct,13.33,30.83,40,15.83,29.17,2.50,67.50,27.50,2.50,5,514,GUANICA,SUPERIOR,PONCE,100,821-2800,RURAL
367,81.13,48025,PR,CALLE PEDRO ALBISUS CAMPOS,SAN SEBASTIAN,6850000,LUIS HERNANDEZ PENA,SAN SEBASTIAN,AURORA MENDEZ CHARNECO,19.55,39.66,19.55,21.23,40.78,SI,896-1072,"{'latitude': '18.33826', 'longitude': '-66.99505'}",40,,,,49,37,31,41,,,,,,45,,,,42,,,,"K - 6 , EEE","K - 6 , EEE",17.32,36.87,27.93,17.88,35.20,8.94,49.16,22.35,19.55,28.49,285,SAN SEBASTIAN,ELEMENTAL,MAYAGUEZ,103,896-1072,URBANA
368,68.42,35626,PR,CALLE DR VIDAL #3,HUMACAO,00791-0000,AIDA GONZALEZ,LAS PIEDRAS,AVELINO PENA REYES,0,7.14,64.29,28.57,28.57,SI,285-6542,"{'latitude': '18.14894', 'longitude': '-65.82274'}",,,,,,,,,,,,,,,,,,,60,12,,EEI - EES,EEI - EES,0,7.69,69.23,23.08,23.08,50,28.57,0,21.43,71.43,72,HUMACAO,SECUNDARIO,HUMACAO,104,285-6542,URBANA
369,80.69,12435,PO BOX 568,CARR 33 KM 4 HM O BO BARAHONA,MOROVIS,00687-0000,YOLANDA GARCIA,OROCOVIS,BARAHONA (ELEMENTAL),12.10,41.13,15.32,31.45,43.55,SI,862-2010,"{'latitude': '18.35501', 'longitude': '-66.44233'}",34,,,,43,43,31,50,,,,,,34,20,,,5,,,,"PK - 6 , EEE","PK - 6 , EEE",7.38,52.46,16.39,23.77,31.15,15.45,42.28,7.32,34.96,50.41,260,MOROVIS,ELEMENTAL,BAYAMON,105,862-2010,RURAL
370,78.85,43273,PR,CARR 362 KM 4 HM 3 BO GUAMA,SAN GERMAN,00683-0000,MAGALY SANTIAGO MARTINEZ,CABO ROJO,BARTOLOME DE LAS CASAS,76.04,7.29,0,16.67,92.71,SI,892-3355,"{'latitude': '18.09406', 'longitude': '-67.01142'}",18,,,,28,28,23,16,30,,,,,20,15,,,,,,,PK - 6,PK - 6,23.96,33.33,7.29,35.42,59.38,52.08,15.63,1.04,31.25,83.33,178,SAN GERMAN,ELEMENTAL,MAYAGUEZ,107,892-5756,RURAL
371,75.99,71654,PR,AVE JOSE DE DIEGO ESQ SABANA SECA,TOA BAJA,9490758,SARAH E REYES DAVILA,TOA BAJA,BASILIO MILAN HERNANDEZ,17.60,42.16,15.24,25,42.60,SI,795-6570,"{'latitude': '18.43839', 'longitude': '-66.17358'}",,,,,,,,,216,237,255,,,,,,,,27,,,"7 - 9 , EEI","7 - 9 , EEI",17.19,32.29,27.95,22.57,39.76,0.15,59.94,36.92,2.99,3.14,735,TOA BAJA,INTERMEDIO,BAYAMON,108,795-6570,URBANA
372,92.35,31120,PR,URB SAN PATRICIO 205 CALLE CARLOS ESCOBAR,LOIZA,7721980,LUIS J. GIMENEZ MANSO,CANOVANAS,BELEN BLANCO DE ZEQUEIRA,5.08,49.72,29.94,15.25,20.34,SI,256-3060,"{'latitude': '18.43235', 'longitude': '-65.88004'}",,,,,,,,,58,68,57,,,,,,,,,,,9-Jul,9-Jul,3.39,46.89,44.07,5.65,9.04,0,57.39,40.34,2.27,2.27,183,LOIZA,INTERMEDIO,HUMACAO,109,256-3060,URBANA
373,,65094,PR,CALLE ALEGRIA FINAL URB LAS VIRTUDES,SAN JUAN,00924-0000,ERNESTO VILELLA / AIXA RODRIGUEZ,SAN JUAN II,INSTITUTO TEC RECINTO DE SAN JUAN,,,,,,SI,250-1986,"{'latitude': '18.412188', 'longitude': '-66.017058'}",,,,,,,,,,,,,,,,,,,,,,13-14,13-14,,,,,,,,,,,,SAN JUAN III,PS - INSTITUTO,SAN JUAN,444,764-8815,URBANA
374,,17343,PR,CARR 662 SECT LOS LLANOS BO SANTANA,ARECIBO,6130524,PEDRO A VARGAS PEREZ,ARECIBO,BELLAS ARTES,,,,,,SI,881-8882,"{'latitude': '18.4418', 'longitude': '-66.67123'}",,,,,,,,,,,,,,,,,,,,,,12-Oct,12-Oct,,,,,,,,,,,,ARECIBO I,TODOS LOS NIVELES,ARECIBO,111,881-2882,RURAL
375,,57638,PR,20 CALLE LOLITA TIZOL,PONCE,00731-0000,GLORIA I RIVERA VEGA,PONCE,BELLAS ARTES DE PONCE,,,,,,SI,842-5112,"{'latitude': '18.01526', 'longitude': '-66.60828'}",,,,,,,,,,,,,,,,,,,,,,12-Apr,12-Apr,,,,,,,,,,,,PONCE II,TODOS LOS NIVELES,PONCE,112,848-9156,URBANA
376,73.39,53744,PR,CARR 360 KM 11 HM 9 BO SUSUA ALTA,YAUCO,00698-0000,ROBERTO RODRIGUEZ PEREZ,YAUCO,BENICIA VELEZ,54.37,14.56,2.91,28.16,82.52,SI,856-6628,"{'latitude': '18.03458', 'longitude': '-66.87579'}",12,,,,25,20,29,25,,,,,,25,,,,,,,,K - 6,K - 6,26.21,16.50,0,57.28,83.50,36.89,32.04,2.91,28.16,65.05,136,YAUCO,ELEMENTAL,PONCE,113,856-6628,RURAL
377,82.17,21097,PR,CALLE LUIS BARRERAS FINAL,CAYEY,00737-0000,LUIS A. ECHEVARRIA,CIDRA,BENIGNO CARRION,31.61,30.32,7.74,30.32,61.94,SI,738-3865,"{'latitude': '18.10959', 'longitude': '-66.16856'}",34,,,,36,44,52,47,,,,,,22,,,,5,,,,K - 6,K - 6,16.03,41.03,22.44,20.51,36.54,35.03,21.02,1.27,42.68,77.71,240,CAYEY,ELEMENTAL,CAGUAS,115,738-3087,URBANA
378,77.30,21089,PR,CALLE BARBOSA FINAL,CAYEY,00737-0000,JIMMEY COLON RIVERA,CIDRA,BENIGNO FERNANDEZ GARCIA,23.88,37.91,12.84,25.37,49.25,SI,263-5877,"{'latitude': '18.11489', 'longitude': '-66.16773'}",,,,,,,,,82,116,145,,,,,,,,11,,,"7 - 9 , EEI","7 - 9 , EEI",15.57,32.04,29.04,23.35,38.92,1.80,64.37,22.46,11.38,13.17,354,CAYEY,INTERMEDIO,CAGUAS,116,738-2626,URBANA
379,90.63,20685,PR,URB. JOSE DELGADO CALLE 5,CAGUAS,00726-9177,WENDDY L. COLON MARTINEZ,GURABO,BENITA GONZALEZ QUINONES,14.29,36.73,6.12,42.86,57.14,SI,744-4365,"{'latitude': '18.23555', 'longitude': '-66.02191'}",33,,,,32,33,32,43,,,,,,25,,,,,,,,K - 6,K - 6,20.41,34.69,1.02,43.88,64.29,23.47,36.73,1.02,38.78,62.24,198,CAGUAS I,ELEMENTAL,CAGUAS,117,743-4467,URBANA
380,73.76,46656,PR,CARR. 107INT. 458 BDA. BORINQUEN,AGUADILLA,00604-0434,GERARDO RODRIGUEZ MEDINA,AGUADILLA,BENITO CEREZO VAZQUEZ,11.68,48.18,22.63,17.52,29.20,SI,891-0460,"{'latitude': '18.45848', 'longitude': '-67.15498'}",,129,146,126,,,,,,,,54,,,,,,,,,,12-Oct,12-Oct,19.12,30.88,27.94,22.06,41.18,7.30,59.85,27.01,5.84,13.14,455,AGUADILLA,SUPERIOR,MAYAGUEZ,118,891-5000,RURAL
381,83.67,50492,PR,CALLE JOSE I QUINTON #82,COAMO,00769-0000,JAMIE BONILLA ORTIZ,SANTA ISABEL,BENJAMIN FRANKLIN,16.18,45.09,11.56,27.17,43.35,SI,825-1995,"{'latitude': '18.07975', 'longitude': '-66.36208'}",,,,,,,,,45,89,88,,,,,,,,24,,,"7 - 9 , EEI","7 - 9 , EEI",11.70,35.67,25.15,27.49,39.18,0.58,72.25,23.12,4.05,4.62,246,COAMO,INTERMEDIO,PONCE,119,825-1284,URBANA
382,71.08,21105,PR,249 AVE JOSE DE DIEGO,CAYEY,00737-0000,JUAN TORRES PEREZ,CIDRA,BENJAMIN HARRISON,6.37,49.68,29.94,14.01,20.38,SI,738-1309,"{'latitude': '18.11429', 'longitude': '-66.16996'}",,212,219,230,,,,,,,,175,,,,,,,,,,12-Oct,12-Oct,6.21,24.83,55.86,13.10,19.31,0,55.97,43.40,0.63,0.63,836,CAYEY,SUPERIOR,CAGUAS,120,738-2616,URBANA
383,78.99,71290,PR,CARR 167 KM 7 HM 7 BO PARCELAS,NARANJITO,00719-0000,JOSE A. LOPEZ AGOSTO,COROZAL,BERNARDA ROBLES DE HEVIA,5.88,54.41,26.47,13.24,19.12,SI,869-5929,"{'latitude': '18.29585', 'longitude': '-66.21263'}",25,,,,21,29,14,22,,,,,,13,,,35,,,,,K - 6,K - 6,2.94,35.29,60.29,1.47,4.41,7.35,47.06,25,20.59,27.94,159,NARANJITO,ELEMENTAL,BAYAMON,121,869-1433,RURAL
384,71.85,52696,PR,CARR 488 AVE JUAN B ROMAN,PONCE,00732-0478,WANDA I COLON RIVERA,PONCE,BERNARDINO CORDERO BERNARD,17.70,48.97,7.08,26.25,43.95,SI,848-4600,"{'latitude': '18.14', 'longitude': '-66.62944167'}",,305,349,309,,,,,,,,204,,,,,,,,15,,"10 - 12 , EES","10 - 12 , EES",22.42,35.10,18.29,24.19,46.61,0.59,80.24,15.93,3.24,3.83,1182,PONCE III,SUPERIOR,PONCE,122,842-7091,URBANA
